title,price,currency,price_uf,price_clp,first_seen_price,uf_per_m2,zona_uf_m2,bedrooms,bedrooms_n,bathrooms,bathrooms_n,m2,m2_utiles,seller,tienda_oficial,location,barrio,property_kind,operation,property_type,comuna,listing_id,source,publicado_hace,publicado_fecha_est,first_seen_date,last_seen_date,days_published,delisted_date,url,parking,gastos_comunes_clp,enriched_date,bodegas,antiguedad_anos,m2_totales,m2_terraza,piso_unidad,pisos_edificio,deptos_por_piso,orientacion,lat,lng,finished_date
Espectacular Depto. | 1d+2b | El Golf,10370,CLF,10370.0,423847306.0,10370.0,138.27,107.0,1 dormitorio,1.0,2 baños,2.0,75 m² útiles,75.0,,False,"Barrio El Golf, Las Condes",Barrio El Golf,usada,venta,departamento,las-condes-metropolitana,MLC4296881450,portalinmobiliario,hace 11 días,2026-08-06,2026-08-13,2026-08-30,18,2026-08-31,https://www.portalinmobiliario.com/MLC-4296881450-espectacular-depto-1d2b-el-golf-_JM,0.0,0.0,2026-08-17,0.0,0.0,75.0,,,,,N,-33.413138,-70.597415,
Venta Departamento 2 Dormitorios Providencia,8580,CLF,8580.0,350708272.0,8580.0,138.39,84.0,2 dormitorios,2.0,2 baños,2.0,62 m² útiles,62.0,,False,"Amberes 1600, Providencia, Chile, Inés De Suárez, Providencia",Inés De Suárez,usada,venta,departamento,providencia-metropolitana,MLC4324537890,portalinmobiliario,,,2026-08-13,2026-09-01,20,2026-09-02,https://www.portalinmobiliario.com/MLC-4324537890-venta-departamento-2-dormitorios-providencia-_JM,0.0,140000.0,2026-08-17,0.0,,76.0,14.0,,,,P,-33.4376421,-70.6090018,
23133 - Lindo Departamento Amoblado El Golf,5400,CLF,5400.0,220625856.0,5400.0,138.46,181.0,1 dormitorio,1.0,1 baño,1.0,39 m² útiles,39.0,Borquez Y Asociados,True,"Metro Escuela Militar, Las Condes",Metro Escuela Militar,usada,venta,departamento,las-condes-metropolitana,MLC4322301620,portalinmobiliario,,,2026-08-13,2026-08-18,6,2026-08-19,https://www.portalinmobiliario.com/MLC-4322301620-23133-lindo-departamento-amoblado-el-golf-_JM,1.0,140000.0,2026-08-17,1.0,24.0,,,,1.0,,SO,-33.4113321,-70.5873346,2026-08-19
Departamento En Las Condes/ Evaristo Lillo Metro E.m.,7200,CLF,7200.0,294310152.0,7200.0,138.46,112.0,2 dormitorios,2.0,2 baños,2.0,52 m² útiles,52.0,,False,"Las Condes, Metro Escuela Militar",Las Condes,usada,venta,departamento,las-condes-metropolitana,MLC4324779364,portalinmobiliario,,,2026-08-13,2026-09-03,22,,https://www.portalinmobiliario.com/MLC-4324779364-departamento-en-las-condes-evaristo-lillo-metro-em-_JM,1.0,170000.0,2026-08-17,1.0,20.0,62.0,10.0,12.0,23.0,5.0,NP,-33.4138863,-70.581907,
Deptos. Nuevos 2 Y 3d Con 2 Y 3b Desde Uf 8.173,8173,CLF,8173.0,334082899.0,8173.0,138.53,84.0,2 dormitorios,2.0,2 baños,2.0,59 m² útiles,59.0,,False,"Av. Ricardo Lyon 1887, Providencia, Inés De Suárez, Providencia",Inés De Suárez,usada,venta,departamento,providencia-metropolitana,MLC4329445486,portalinmobiliario,,,2026-08-13,2026-09-03,22,,https://www.portalinmobiliario.com/MLC-4329445486-deptos-nuevos-2-y-3d-con-2-y-3b-desde-uf-8173-_JM,0.0,90000.0,2026-08-17,0.0,0.0,73.0,14.0,11.0,11.0,8.0,P,-33.438292,-70.6039061,
Oportunidad Dpto 28 Mts2/2002/las Condes,3880,CLF,3880.0,158590228.0,3880.0,138.57,115.0,1 dormitorio,1.0,1 baño,1.0,28 m² útiles,28.0,True Home,True,"Monte Alegre, 900 - 1200, Colón Oriente - Vital Apoquindo, Las Condes",Colón Oriente - Vital Apoquindo,usada,venta,departamento,las-condes-metropolitana,MLC2136916519,portalinmobiliario,,,2026-08-13,2026-08-31,19,2026-09-01,https://www.portalinmobiliario.com/MLC-2136916519-oportunidad-dpto-28-mts22002las-condes-_JM,0.0,110000.0,2026-08-17,1.0,24.0,28.0,,,,,O,-33.4161032,-70.5340546,
Deptos. Nuevos 1 Y 2d Con 1 Y 2b Desde Uf 5.131,5131,CLF,5131.0,209736860.0,5131.0,138.68,154.0,1 dormitorio,1.0,1 baño,1.0,37 m² útiles,37.0,,False,"Ladislao Errázuriz 2106, Providencia, Providencia",Providencia,usada,venta,departamento,providencia-metropolitana,MLC4329446232,portalinmobiliario,,,2026-08-13,2026-09-03,22,,https://www.portalinmobiliario.com/MLC-4329446232-deptos-nuevos-1-y-2d-con-1-y-2b-desde-uf-5131-_JM,0.0,80000.0,2026-08-17,0.0,0.0,46.0,8.0,3.0,12.0,20.0,O,-33.4315977,-70.6077536,
¡tu Nuevo Hogar En Las Condes Te Espera!,5000,CLF,5000.0,204382050.0,5000.0,138.89,164.0,1 dormitorio,1.0,1 baño,1.0,36 m² totales,36.0,,False,"República Ärabe De Egipto, 670, Metro Manquehue - Apumanque, Las Condes",Metro Manquehue - Apumanque,usada,venta,departamento,las-condes-metropolitana,MLC4330617120,portalinmobiliario,,,2026-08-13,2026-09-03,22,,https://www.portalinmobiliario.com/MLC-4330617120-tu-nuevo-hogar-en-las-condes-te-espera-_JM,1.0,160000.0,2026-08-17,1.0,16.0,36.0,,,,,,-33.4120406,-70.5666918,
Departamento En Venta A Pasos De Kennedy / Piscina Temperada,5290,CLF,5290.0,216103800.0,5290.0,139.21,,1 dormitorio,1.0,1 baño,1.0,38 m² útiles,38.0,,False,"Cerro Sombrero, Las Condes",Cerro Sombrero,usada,venta,departamento,las-condes-metropolitana,MLC2147890513,portalinmobiliario,,,2026-08-13,2026-08-14,2,2026-08-15,https://www.portalinmobiliario.com/MLC-2147890513-departamento-en-venta-a-pasos-de-kennedy-piscina-temperada-_JM,,,,,,,,,,,,,,
1 Dormitorio / Vista Despejada / Estacionamiento / Bodega,5290,CLF,5290.0,216124696.0,5290.0,139.21,158.0,1 dormitorio,1.0,1 baño,1.0,38 m² útiles,38.0,,False,"Avenida Las Condes 9660, Las Condes",,usada,venta,departamento,las-condes-metropolitana,MLC2147893173,portalinmobiliario,,,2026-08-13,2026-08-17,5,2026-08-18,https://www.portalinmobiliario.com/MLC-2147893173-1-dormitorio-vista-despejada-estacionamiento-bodega-_JM,1.0,120000.0,2026-08-17,1.0,11.0,50.0,12.0,13.0,17.0,10.0,S,-33.3878769,-70.5399318,2026-08-18
Oportunidad De Inversión Nuevo  (172699),2650,CLF,2650.0,108252659.0,2650.0,139.47,,1 dormitorio,1.0,1 baño,1.0,19 m² útiles,19.0,,False,"Domeyko 1800 - 2100, Santiago, Chile, Ejército - Toesca, Santiago",Ejército - Toesca,usada,venta,departamento,santiago-metropolitana,MLC4267872292,portalinmobiliario,,,2026-08-13,2026-08-13,1,2026-08-14,https://www.portalinmobiliario.com/MLC-4267872292-oportunidad-de-inversion-nuevo-172699-_JM,,,,,,,,,,,,,,
Departamento En Venta En Las Condes,6000,CLF,6000.0,245108280.0,6000.0,139.53,,1 dormitorio,1.0,1 baño,1.0,43 m² útiles,43.0,Grupo F&P,True,"Sector Metro Malaga, Las Condes, Barrio El Golf, Las Condes",Barrio El Golf,usada,venta,departamento,las-condes-metropolitana,MLC2122794745,portalinmobiliario,,,2026-08-13,2026-08-14,2,2026-08-15,https://www.portalinmobiliario.com/MLC-2122794745-departamento-en-venta-en-las-condes-_JM,,,,,,,,,,,,,,
Departamento En Venta De 1 Dorm. En Las Condes,6850,CLF,6850.0,280003408.0,6999.0,139.8,164.0,1 dormitorio,1.0,1 baño,1.0,49 m² útiles,49.0,,False,"Av. Las Condes 7083, Metro Hernando De Magallanes, Las Condes",Metro Hernando De Magallanes,usada,venta,departamento,las-condes-metropolitana,MLC4324782216,portalinmobiliario,,,2026-08-13,2026-09-03,22,,https://www.portalinmobiliario.com/MLC-4324782216-departamento-en-venta-de-1-dorm-en-las-condes-_JM,1.0,100000.0,2026-08-17,1.0,1.0,59.0,10.0,6.0,11.0,15.0,SO,-33.4052083,-70.5576861,
"Dpto Con Jardín Privado, Quincho Y Jacuzzi - Hdo Magallanes",10500,CLF,10500.0,429063915.0,10500.0,140.0,111.0,2 dormitorios,2.0,2 baños,2.0,75 m² útiles,75.0,,False,"Leonardo Da Vinci 6990, 7571705 Las Condes, Región Metropolitana, Chile, Metro Hernando De Magallanes, Las Condes",Metro Hernando De Magallanes,usada,venta,departamento,las-condes-metropolitana,MLC4329445930,portalinmobiliario,,,2026-08-13,2026-08-23,11,2026-08-24,https://www.portalinmobiliario.com/MLC-4329445930-dpto-con-jardin-privado-quincho-y-jacuzzi-hdo-magallanes-_JM,1.0,140000.0,2026-08-17,2.0,8.0,237.0,162.0,1.0,8.0,5.0,,-33.4067844,-70.5567771,
El Golf - Ubicación Ideal - Isidora Goyenechea,18500,CLF,18500.0,756213585.0,18500.0,140.15,,3 dormitorios,3.0,3 baños,3.0,132 m² útiles,132.0,,False,"Av. El Golf 1 - 300, Las Condes, Barrio El Golf, Las Condes",Barrio El Golf,usada,venta,departamento,las-condes-metropolitana,MLC2140671763,portalinmobiliario,,,2026-08-13,2026-09-03,22,,https://www.portalinmobiliario.com/MLC-2140671763-el-golf-ubicacion-ideal-isidora-goyenechea-_JM,,,,,,,,,,,,,,
Departamento De Lujo San Damián 3d / 4b &#43; Servicios,46140,CLF,46140.0,1885551242.0,46140.0,140.24,,3 dormitorios,3.0,4 baños,4.0,329 m² útiles,329.0,,False,"San Damián / Valle Alegre, San Damián, Las Condes",San Damián,usada,venta,departamento,las-condes-metropolitana,MLC4303197960,portalinmobiliario,,,2026-08-13,2026-08-25,13,2026-08-26,https://www.portalinmobiliario.com/MLC-4303197960-departamento-de-lujo-san-damian-3d-4b-43-servicios-_JM,,,,,,,,,,,,,,
Departamento De Lujo 3 Dorm En Suite / 2 Salas De Estar,46180,CLF,46180.0,1887185877.0,46180.0,140.36,,3 dormitorios,3.0,4 baños,4.0,329 m² útiles,329.0,,False,"San Damián / Charles Hamilton, San Damián, Las Condes",San Damián,usada,venta,departamento,las-condes-metropolitana,MLC4303172328,portalinmobiliario,,,2026-08-13,2026-08-25,13,2026-08-26,https://www.portalinmobiliario.com/MLC-4303172328-departamento-de-lujo-3-dorm-en-suite-2-salas-de-estar-_JM,,,,,,,,,,,,,,
Excelente Ubicacion Cercano A Todo En De Las Condes,4774,CLF,4774.0,195143981.0,4774.0,140.41,163.0,1 dormitorio,1.0,1 baño,1.0,34 m² útiles,34.0,,False,"Félix De Amesti 900 - 1200, Las Condes, Sebastián Elcano, Las Condes",Sebastián Elcano,usada,venta,departamento,las-condes-metropolitana,MLC4336582778,portalinmobiliario,,,2026-08-13,2026-09-03,22,,https://www.portalinmobiliario.com/MLC-4336582778-excelente-ubicacion-cercano-a-todo-en-de-las-condes-_JM,1.0,125000.0,2026-08-15,0.0,20.0,50.0,5.0,6.0,16.0,6.0,SP,-33.4209932,-70.5774112,
Exclusivo Penthouse Dúplex Con Rooftop Privado,27500,CLF,27500.0,1123485275.0,27500.0,141.03,,4 dormitorios,4.0,5 baños,5.0,195 m² útiles,195.0,,False,"Francisco Bulnes Correa 3600 - 3900, Las Condes, Los Dominicos, Las Condes",Los Dominicos,usada,venta,departamento,las-condes-metropolitana,MLC4322301852,portalinmobiliario,,,2026-08-13,2026-08-16,4,2026-08-17,https://www.portalinmobiliario.com/MLC-4322301852-exclusivo-penthouse-duplex-con-rooftop-privado-_JM,,,,,,,,,,,,,,
Se Vende Lindo Depto Sector Estadio Español-las Condes,5500,CLF,5500.0,224805735.0,5500.0,141.03,181.0,1 dormitorio,1.0,1 baño,1.0,39 m² útiles,39.0,,False,"SE VENDE LINDO DEPTO SECTOR ESTADIO ESPAÑOL-LAS CONDES, Metro Escuela Militar, Las Condes",Metro Escuela Militar,usada,venta,departamento,las-condes-metropolitana,MLC2126175183,portalinmobiliario,hace 10 días,2026-08-07,2026-08-13,2026-08-31,19,2026-09-01,https://www.portalinmobiliario.com/MLC-2126175183-se-vende-lindo-depto-sector-estadio-espanol-las-condes-_JM,1.0,90000.0,2026-08-17,1.0,0.0,45.0,,10.0,1.0,8.0,N,-33.4131713,-70.5784033,
Departamento De Lujo 3 Dorm En Suite / 2 Salas De Estar,42800,CLF,42800.0,1749059236.0,42800.0,141.25,,3 dormitorios,3.0,4 baños,4.0,303 m² útiles,303.0,,False,"San Damián / Charles Hamilton, San Damián, Las Condes",San Damián,usada,venta,departamento,las-condes-metropolitana,MLC4303197970,portalinmobiliario,,,2026-08-13,2026-08-25,13,2026-08-26,https://www.portalinmobiliario.com/MLC-4303197970-departamento-de-lujo-3-dorm-en-suite-2-salas-de-estar-_JM,,,,,,,,,,,,,,
Departamento De Lujo / San Damián / 3d &#43; 4b,42800,CLF,42800.0,1749059236.0,42800.0,141.25,,3 dormitorios,3.0,4 baños,4.0,303 m² útiles,303.0,,False,"Valle Alegre / Charles Hamilton, San Damián, Las Condes",San Damián,usada,venta,departamento,las-condes-metropolitana,MLC4303172224,portalinmobiliario,,,2026-08-13,2026-08-25,13,2026-08-26,https://www.portalinmobiliario.com/MLC-4303172224-departamento-de-lujo-san-damian-3d-43-4b-_JM,,,,,,,,,,,,,,
Dpto En Venta Las Condes | 1d + 1b + Estac (178213),5090,CLF,5090.0,,5090.0,141.39,164.0,1 dormitorio,1.0,1 baño,1.0,36 m² útiles,36.0,,False,"Las Trinitarias, Metro Hernando De Magallanes, Las Condes",Metro Hernando De Magallanes,usada,venta,departamento,las-condes-metropolitana,MLC2120260811,portalinmobiliario,hace 11 días,2026-08-06,2026-08-13,2026-08-20,8,2026-08-21,https://www.portalinmobiliario.com/MLC-2120260811-dpto-en-venta-las-condes-1d-1b-estac-178213-_JM,1.0,115000.0,2026-08-17,0.0,4.0,40.0,4.0,6.0,8.0,4.0,SO,-33.4043261,-70.5588279,
Vistas Incomparables Exclusivo Depo Frente Al Parque Arauco,10900,CLF,10900.0,445394819.0,10900.0,141.56,111.0,2 dormitorios,2.0,2 baños,2.0,77 m² útiles,77.0,,False,"Avenida Presidente Kennedy Lateral, 6000, Parque Arauco, Las Condes",Parque Arauco,usada,venta,departamento,las-condes-metropolitana,MLC4335434212,portalinmobiliario,,,2026-08-13,2026-08-22,10,2026-08-23,https://www.portalinmobiliario.com/MLC-4335434212-vistas-incomparables-exclusivo-depo-frente-al-parque-arauco-_JM,1.0,290000.0,2026-08-17,1.0,9.0,97.0,21.0,9.0,1.0,4.0,P,-33.3998265,-70.5722264,
Felix De Amesti/martin De Zamora,4830,CLF,4830.0,197433060.0,4830.0,142.06,163.0,1 dormitorio,1.0,1 baño,1.0,34 m² útiles,34.0,,False,"FELIX DE AMESTI/MARTIN DE ZAMORA, Sebastián Elcano, Las Condes",Sebastián Elcano,usada,venta,departamento,las-condes-metropolitana,MLC4322293516,portalinmobiliario,,,2026-08-13,2026-09-03,22,,https://www.portalinmobiliario.com/MLC-4322293516-felix-de-amestimartin-de-zamora-_JM,1.0,140000.0,2026-08-17,0.0,19.0,40.0,,6.0,15.0,5.0,,-33.4211119,-70.5774815,
Bajó De Precio! Departamento En Venta En Estoril Las Condes,19900,CLF,19900.0,813440559.0,19900.0,142.14,,4 dormitorios,4.0,2 baños,2.0,140 m² útiles,140.0,Hozz Propiedades,True,"Campanario 1 - 300, Las Condes, Estoril, Las Condes",Estoril,usada,venta,departamento,las-condes-metropolitana,MLC2140988957,portalinmobiliario,,,2026-08-13,2026-09-03,22,,https://www.portalinmobiliario.com/MLC-2140988957-bajo-de-precio-departamento-en-venta-en-estoril-las-condes-_JM,,,,,,,,,,,,,,
Penthouse De 3 Dorm. En Las Condes,19900,CLF,19900.0,813440559.0,19900.0,142.14,,3 dormitorios,3.0,4 baños,4.0,140 m² útiles,140.0,,False,"Colon - Vespucio, Sebastián Elcano, Las Condes",Sebastián Elcano,usada,venta,departamento,las-condes-metropolitana,MLC4324779270,portalinmobiliario,,,2026-08-13,2026-09-03,22,,https://www.portalinmobiliario.com/MLC-4324779270-penthouse-de-3-dorm-en-las-condes-_JM,,,,,,,,,,,,,,
Departamento En Venta De 1 Dorm. En Las Condes,5690,CLF,5690.0,232444352.0,5690.0,142.25,,1 dormitorio,1.0,1 baño,1.0,40 m² útiles,40.0,,False,"María Teresa, Metro Manquehue - Apumanque, Las Condes",Metro Manquehue - Apumanque,usada,venta,departamento,las-condes-metropolitana,MLC4335189272,portalinmobiliario,,,2026-08-13,2026-08-14,2,2026-08-15,https://www.portalinmobiliario.com/MLC-4335189272-departamento-en-venta-de-1-dorm-en-las-condes-_JM,,,,,,,,,,,,,,
Oportunidad! Remodelado I Apumanque I Bajos Gastos Comunes,5690,CLF,5690.0,232481792.0,5690.0,142.25,164.0,1 dormitorio,1.0,1 baño,1.0,40 m² útiles,40.0,,False,"María Teresa Con Av. Manquehue, Metro Manquehue - Apumanque, Las Condes",Metro Manquehue - Apumanque,usada,venta,departamento,las-condes-metropolitana,MLC2147892889,portalinmobiliario,,,2026-08-13,2026-08-19,7,2026-08-20,https://www.portalinmobiliario.com/MLC-2147892889-oportunidad-remodelado-i-apumanque-i-bajos-gastos-comunes-_JM,1.0,80000.0,2026-08-17,1.0,21.0,55.0,15.0,22.0,25.0,10.0,P,-33.410925,-70.5660212,2026-08-20
Remodelado / Apumanque / Metro Manquehue,5690,CLF,5690.0,232481792.0,5690.0,142.25,164.0,1 dormitorio,1.0,1 baño,1.0,40 m² útiles,40.0,,False,"María Teresa 6300, Metro Manquehue - Apumanque, Las Condes",Metro Manquehue - Apumanque,usada,venta,departamento,las-condes-metropolitana,MLC4335435836,portalinmobiliario,,,2026-08-13,2026-08-19,7,2026-08-20,https://www.portalinmobiliario.com/MLC-4335435836-remodelado-apumanque-metro-manquehue-_JM,1.0,80000.0,2026-08-17,1.0,21.0,55.0,15.0,7.0,25.0,8.0,P,-33.410925,-70.5660212,2026-08-20
Realmente Espectacular/jardin Privado/jacuzzi/quincho/metro,10700,CLF,10700.0,437377587.0,10700.0,142.67,111.0,2 dormitorios,2.0,2 baños,2.0,75 m² útiles,75.0,,False,"Gral. Carol Urzúa 7043, 7.5606e+06 - 7.5609e+06 Santiago, Las Condes, Región Metropolitana, Chile, Metro Hernando De Magallanes, Las Condes",Metro Hernando De Magallanes,usada,venta,departamento,las-condes-metropolitana,MLC4324530264,portalinmobiliario,,,2026-08-13,2026-09-03,22,,https://www.portalinmobiliario.com/MLC-4324530264-realmente-espectacularjardin-privadojacuzziquinchometro-_JM,1.0,140000.0,2026-08-17,2.0,8.0,237.0,162.0,1.0,8.0,4.0,,-33.4060671,-70.5572149,
Venta Duplex Con Azotea Cercano A Metro Provdiencia 3 Dormit,12700,CLF,12700.0,519113643.0,12700.0,142.7,,3 dormitorios,3.0,3 baños,3.0,89 m² útiles,89.0,,False,"Suecia 1000, Providencia, Chile, Los Leones, Providencia",Los Leones,usada,venta,departamento,providencia-metropolitana,MLC2140679373,portalinmobiliario,,,2026-08-13,2026-09-01,20,2026-09-02,https://www.portalinmobiliario.com/MLC-2140679373-venta-duplex-con-azotea-cercano-a-metro-provdiencia-3-dormit-_JM,,,,,,,,,,,,,,
Increíble Departamento Con Rooftop Y Vista A La Cordillera,19990,CLF,19990.0,817014089.0,19990.0,142.79,,3 dormitorios,3.0,4 baños,4.0,140 m² útiles,140.0,The Living Co.,True,"Cristobal Colón, Sebastián Elcano, Las Condes",Sebastián Elcano,usada,venta,departamento,las-condes-metropolitana,MLC4296983524,portalinmobiliario,,,2026-08-13,2026-08-29,17,2026-08-30,https://www.portalinmobiliario.com/MLC-4296983524-increible-departamento-con-rooftop-y-vista-a-la-cordillera-_JM,,,,,,,,,,,,,,
Cesión De Promesa | Edificio Plaza Las Condes,6999,CLF,6999.0,285983339.0,6999.0,142.84,164.0,1 dormitorio,1.0,1 baño,1.0,49 m² útiles,49.0,,False,"Avenida Las Condes 6900, Las Condes, Región Metropolitana De Santiago 7550000, Chile, Metro Hernando De Magallanes, Las Condes",Metro Hernando De Magallanes,usada,venta,departamento,las-condes-metropolitana,MLC4296981918,portalinmobiliario,hace 11 días,2026-08-06,2026-08-13,2026-08-21,9,2026-08-22,https://www.portalinmobiliario.com/MLC-4296981918-cesion-de-promesa-edificio-plaza-las-condes-_JM,1.0,190000.0,2026-08-17,1.0,1.0,49.0,5.0,6.0,10.0,6.0,SO,-33.406009,-70.559702,
Espectacular Depto. | 2d+2b | El Golf,14880,CLF,14880.0,608182056.0,14880.0,143.08,,2 dormitorios,2.0,2 baños,2.0,104 m² útiles,104.0,,False,"Barrio El Golf, Las Condes",Barrio El Golf,usada,venta,departamento,las-condes-metropolitana,MLC4296985466,portalinmobiliario,,,2026-08-13,2026-08-30,18,2026-08-31,https://www.portalinmobiliario.com/MLC-4296985466-espectacular-depto-2d2b-el-golf-_JM,,,,,,,,,,,,,,
Nuevo! 2d+2b+terraza - Sin Comisión - Las Condes,9016,CLF,9016.0,368494198.0,9016.0,143.11,111.0,2 dormitorios,2.0,2 baños,2.0,63 m² útiles,63.0,,False,"Las Tranqueras 50, 7.5603e+06 - 7.5606e+06 Las Condes, Región Metropolitana, Chile, Metro Hernando De Magallanes, Las Condes",Metro Hernando De Magallanes,usada,venta,departamento,las-condes-metropolitana,MLC4296980746,portalinmobiliario,hace 11 días,2026-08-06,2026-08-13,2026-08-29,17,2026-08-30,https://www.portalinmobiliario.com/MLC-4296980746-nuevo-2d2bterraza-sin-comision-las-condes-_JM,1.0,115000.0,2026-08-17,1.0,0.0,78.0,15.0,2.0,8.0,10.0,SP,-33.4013041,-70.5551143,
"Estudio Ideal Airbnb/ Cerca Metro Pedro De Valdivia, Estac",3580,CLF,3580.0,146337548.0,3580.0,143.2,154.0,1 dormitorio,1.0,1 baño,1.0,25 m² útiles,25.0,,False,"Av. Pedro De Valdivia 1 - 300, Providencia, Pedro De Valdivia, Providencia",Pedro De Valdivia,usada,venta,departamento,providencia-metropolitana,MLC4303590442,portalinmobiliario,hace 3 meses,2026-05-19,2026-08-13,2026-09-03,22,,https://www.portalinmobiliario.com/MLC-4303590442-estudio-ideal-airbnb-cerca-metro-pedro-de-valdivia-estac-_JM,1.0,70000.0,2026-08-17,0.0,30.0,25.0,,13.0,,10.0,N,-33.4248869,-70.6116591,
Moderno Departamento Vista Despejada Metro Alcántara,5300,CLF,5300.0,216644973.0,5300.0,143.24,163.0,1 dormitorio,1.0,1 baño,1.0,37 m² útiles,37.0,,False,"Málaga Con Renato Sánchez, Barrio El Golf, Las Condes",Barrio El Golf,usada,venta,departamento,las-condes-metropolitana,MLC4329448146,portalinmobiliario,,,2026-08-13,2026-09-03,22,,https://www.portalinmobiliario.com/MLC-4329448146-moderno-departamento-vista-despejada-metro-alcantara-_JM,1.0,150000.0,2026-08-17,1.0,9.0,42.0,,5.0,17.0,10.0,O,-33.4156069,-70.5872804,
El Golf Sur Departamento Remodelado Con Jardin - 2d 2b 1e,9900,CLF,9900.0,404676459.0,9900.0,143.48,98.0,2 dormitorios,2.0,2 baños,2.0,69 m² útiles,69.0,,False,"Versalles, Barrio El Golf, Las Condes",Barrio El Golf,usada,venta,departamento,las-condes-metropolitana,MLC4329780818,portalinmobiliario,,,2026-08-13,2026-09-03,22,,https://www.portalinmobiliario.com/MLC-4329780818-el-golf-sur-departamento-remodelado-con-jardin-2d-2b-1e-_JM,1.0,150000.0,2026-08-17,1.0,33.0,119.0,50.0,1.0,,,S,-33.4196945,-70.596871,
Matilde Salamanca/m.pereira/1 Dormitorio/terraza/piscina,4890,CLF,4890.0,199885645.0,4890.0,143.82,154.0,1 dormitorio,1.0,1 baño,1.0,34 m² útiles,34.0,,False,"Federico Froebel 1500 - 1800, Providencia, Pedro De Valdivia, Providencia",Pedro De Valdivia,usada,venta,departamento,providencia-metropolitana,MLC4311220372,portalinmobiliario,hace 9 días,2026-08-08,2026-08-13,2026-09-03,22,,https://www.portalinmobiliario.com/MLC-4311220372-matilde-salamancampereira1-dormitorioterrazapiscina-_JM,1.0,120000.0,2026-08-17,1.0,23.0,38.0,4.0,9.0,10.0,4.0,S,-33.4333402,-70.6129841,
Depto Con Espectacular Vista Despejada Al Cerro Manquehue,8200,CLF,8200.0,334970492.0,8200.0,143.86,,2 dormitorios,2.0,2 baños,2.0,57 m² útiles,57.0,Family Home,True,"Alto Las Condes/Club Palestino, Las Condes",Alto Las Condes/Club Palestino,usada,venta,departamento,las-condes-metropolitana,MLC4322301656,portalinmobiliario,,,2026-08-13,2026-08-13,1,2026-08-14,https://www.portalinmobiliario.com/MLC-4322301656-depto-con-espectacular-vista-despejada-al-cerro-manquehue-_JM,,,,,,,,,,,,,,
1d/1b | Providencia | Metro Pedro De Valdivia,3600,CLF,3600.0,147136104.0,3600.0,144.0,154.0,1 dormitorio,1.0,1 baño,1.0,25 m² útiles,25.0,Coldwell Banker,True,"Pedro De Valdivia, Providencia",Pedro De Valdivia,usada,venta,departamento,providencia-metropolitana,MLC2120237921,portalinmobiliario,hace 11 días,2026-08-06,2026-08-13,2026-08-29,17,2026-08-30,https://www.portalinmobiliario.com/MLC-2120237921-1d1b-providencia-metro-pedro-de-valdivia-_JM,0.0,100000.0,2026-08-17,1.0,18.0,25.0,,2.0,22.0,12.0,P,-33.4248629,-70.616127,
Departamento En Las Condes Con Increíble Jardín Privado,10800,CLF,10800.0,441422460.0,441123732.0,144.0,111.0,2 dormitorios,2.0,2 baños,2.0,75 m² útiles,75.0,,False,"Leonardo Da Vinci 6900 - 7200, Santiago, Las Condes, Metro Hernando De Magallanes, Las Condes",Metro Hernando De Magallanes,usada,venta,departamento,las-condes-metropolitana,MLC4304441406,portalinmobiliario,hace 10 días,2026-08-07,2026-08-13,2026-08-30,18,2026-08-31,https://www.portalinmobiliario.com/MLC-4304441406-departamento-en-las-condes-con-increible-jardin-privado-_JM,1.0,140000.0,2026-08-17,2.0,8.0,237.0,162.0,8.0,1.0,14.0,,-33.4065863,-70.5566867,
Invierte Flexible Renta Corta O Larga Tú Decides Cómo Ganar,2600,CLF,2600.0,106230696.0,2600.0,144.44,,1 dormitorio,1.0,1 baño,1.0,18 m² útiles,18.0,,False,"Teatinos, 750, Centro Histórico De Santiago, Santiago",Centro Histórico De Santiago,usada,venta,departamento,santiago-metropolitana,MLC4317288010,portalinmobiliario,,,2026-08-13,2026-08-19,7,2026-08-20,https://www.portalinmobiliario.com/MLC-4317288010-invierte-flexible-renta-corta-o-larga-tu-decides-como-ganar-_JM,,,,,,,,,,,,,,
"Oportunidad! Depto En Edificio Primer Nivel, Metro Alcántara",5350,CLF,5350.0,,5350.0,144.59,163.0,1 dormitorio,1.0,1 baño,1.0,37 m² útiles,37.0,,False,"Málaga 79, Las Condes, Barrio El Golf, Las Condes",Barrio El Golf,usada,venta,departamento,las-condes-metropolitana,MLC4313552090,portalinmobiliario,hace 8 días,2026-08-09,2026-08-13,2026-09-02,21,,https://www.portalinmobiliario.com/MLC-4313552090-oportunidad-depto-en-edificio-primer-nivel-metro-alcantara-_JM,1.0,150000.0,2026-08-17,1.0,10.0,37.0,1.0,3.0,,,N,-33.4156069,-70.5872804,
Metro Inés De Suárez Sin Comisión 2d2b (70989),10570,CLF,10570.0,432063654.0,10570.0,144.79,84.0,2 dormitorios,2.0,2 baños,2.0,73 m² útiles,73.0,,False,"Av. Ricardo Lyon , Providencia, Chile, Inés De Suárez, Providencia",Inés De Suárez,usada,venta,departamento,providencia-metropolitana,MLC2150351127,portalinmobiliario,,,2026-08-13,2026-09-03,22,,https://www.portalinmobiliario.com/MLC-2150351127-metro-ines-de-suarez-sin-comision-2d2b-70989-_JM,1.0,1.0,2026-08-17,1.0,2.0,86.0,13.0,6.0,11.0,8.0,NP,-33.4386373,-70.6037827,
