title,price_uf,price_clp,m2_utiles,uf_per_m2,zona_uf_m2,bedrooms_n,parking,gastos_comunes_clp,comuna,barrio,first_seen_date,publicado_fecha_est,url
Excelente Conectividad Dpto1d/1b  (162281),1575.0,64386567.0,29.0,54.31,82.0,1.0,0.0,60000.0,Santiago,Barrio Diez De Julio,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219776139-excelente-conectividad-dpto1d1b-162281-_JM
Departamento En Venta | Santiago | 2d + 1b,2446.2,100000000.0,45.0,54.36,66.0,2.0,0.0,75000.0,Santiago,Parque Los Reyes,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-2212097397-departamento-en-venta-santiago-2d-1b-_JM
Depto Venta Remodelado Amoblado1 Dorm En Suitestacionamiento,2935.4,120000000.0,54.0,54.36,,1.0,1.0,,Santiago,Centro Histórico De Santiago,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4436479082-depto-venta-remodelado-amoblado1-dorm-en-suitestacionamiento-_JM
Depto 2d 2b Amplia Terraza Metro Toesca,3100.0,126729116.0,57.0,54.39,48.0,2.0,1.0,100000.0,Santiago,Barrio República,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219777437-depto-2d-2b-amplia-terraza-metro-toesca-_JM
"Metro Republica - 3d,2b,1est,1bod",3700.0,151257332.0,68.0,54.41,48.0,3.0,1.0,120000.0,Santiago,Barrio República,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-4445114972-metro-republica-3d2b1est1bod-_JM
Departamento Carmen Id: 136135,2938.0,120106498.0,54.0,54.41,65.0,2.0,1.0,130000.0,Santiago,Santa Isabel,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2191904649-departamento-carmen-id-136135-_JM
Hermoso Departamento En Venta De 1 Dorm. En Santiago,1850.0,75628666.0,34.0,54.41,,1.0,0.0,,Santiago,Centro Histórico De Santiago,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437190640-hermoso-departamento-en-venta-de-1-dorm-en-santiago-_JM
Depto Venta De 1 Dorm. En Santiago Barrio Brasil Inversión,1690.0,69087808.0,31.0,54.52,66.0,1.0,0.0,60000.0,Santiago,Barrio Brasil,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219764323-depto-venta-de-1-dorm-en-santiago-barrio-brasil-inversion-_JM
Metro Toesca Con Terraza,1799.0,73543768.0,33.0,54.52,74.0,1.0,0.0,68000.0,Santiago,Parque Almagro,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-2207900623-metro-toesca-con-terraza-_JM
Depto 2d 1b Con Estacionamiento Cerca De Metro U De Chile,2400.0,98112864.0,44.0,54.55,74.0,2.0,1.0,60000.0,Santiago,Bulnes,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4430072726-depto-2d-1b-con-estacionamiento-cerca-de-metro-u-de-chile-_JM
Venta Depto Santiago 1d 1b,1800.0,73584648.0,33.0,54.55,,1.0,0.0,,Santiago,Parque Los Reyes,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447102664-venta-depto-santiago-1d-1b-_JM
Moderno Depto Con Excelente Conectividad (167556),2400.0,98112864.0,44.0,54.55,74.0,2.0,1.0,145000.0,Santiago,Bulnes,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2211611051-moderno-depto-con-excelente-conectividad-167556-_JM
"Amplio Departamento En Venta, Ubicado En José Miguel Carrera",4200.0,171697512.0,77.0,54.55,54.0,3.0,0.0,200000.0,Santiago,Ejército - Toesca,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-2207055701-amplio-departamento-en-venta-ubicado-en-jose-miguel-carrera-_JM
Departamento Roberto Espinoza Id: 167294,1800.0,73584648.0,33.0,54.55,74.0,1.0,0.0,60000.0,Santiago,Parque Almagro,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-2207059607-departamento-roberto-espinoza-id-167294-_JM
Depto Espacio M Con Terraza,1800.0,73584648.0,33.0,54.55,73.0,1.0,0.0,65000.0,Santiago,Centro Histórico De Santiago,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4416375114-depto-espacio-m-con-terraza-_JM
Se Vende Lord Cochranne 252 2 D 2 Baños,2730.0,111603383.0,50.0,54.6,74.0,2.0,0.0,70000.0,Santiago,Bulnes,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2193866981-se-vende-lord-cochranne-252-2-d-2-banos-_JM
Tribunales - Casco Historico-1d1b,1638.9,67000000.0,30.0,54.63,73.0,1.0,0.0,93000.0,Santiago,Centro Histórico De Santiago,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-4430066090-tribunales-casco-historico-1d1b-_JM
2d + Estacionamiento Y Bodega / Barrio Echaurren,2568.5,105000000.0,47.0,54.65,68.0,2.0,1.0,108000.0,Santiago,Barrio República,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219180469-2d-estacionamiento-y-bodega-barrio-echaurren-_JM
Oportunidad 2d 1b + Estacionamiento + Bodega,2076.8,84900000.0,38.0,54.65,82.0,2.0,1.0,80000.0,Santiago,Barrio Diez De Julio,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-4443889944-oportunidad-2d-1b-estacionamiento-bodega-_JM
Depto 2d Y Estacionamiento Barrio Universitario,2350.0,96068846.0,43.0,54.65,74.0,2.0,1.0,120000.0,Santiago,Ejército - Toesca,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4414858024-depto-2d-y-estacionamiento-barrio-universitario-_JM
Hermoso Deparamento En Metro Toesca (66078),4100.0,167609476.0,75.0,54.67,54.0,3.0,1.0,130000.0,Santiago,Ejército - Toesca,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2211367965-hermoso-deparamento-en-metro-toesca-66078-_JM
Oportunidad Para Vivir O Invertir En Santiago Centro,1750.0,71540630.0,32.0,54.69,74.0,1.0,0.0,60000.0,Santiago,Bulnes,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-2200092319-oportunidad-para-vivir-o-invertir-en-santiago-centro-_JM
Depto Lira 570 Esq Argomedo 2d 2b Est Bod 53/60m2 Impecable,2900.0,118553044.0,53.0,54.72,65.0,2.0,1.0,110000.0,Santiago,Santa Isabel,2026-08-23,2026-08-23,https://www.portalinmobiliario.com/MLC-4391517426-depto-lira-570-esq-argomedo-2d-2b-est-bod-5360m2-impecable-_JM
"Metro U De Chile, Estacionamiento",2299.0,93983948.0,42.0,54.74,74.0,2.0,1.0,60000.0,Santiago,Bulnes,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2189061971-metro-u-de-chile-estacionamiento-_JM
"Zenteno, Paseo Bulnes",2190.0,89527988.0,40.0,54.75,74.0,2.0,0.0,98000.0,Santiago,Bulnes,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2193866499-zenteno-paseo-bulnes-_JM
Departamento San Francisco Id: 165822,2300.0,94024828.0,42.0,54.76,74.0,2.0,1.0,0.0,Santiago,San Diego,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4405963488-departamento-san-francisco-id-165822-_JM
Departamento En Venta  Santiago Centro,2300.0,94024828.0,42.0,54.76,,2.0,0.0,,Santiago,Parque O'Higgins,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-4450245966-departamento-en-venta-santiago-centro-_JM
"Oportunidad, Remodelado, Santa Victoria, Lira (172887)",2300.0,94024828.0,42.0,54.76,82.0,1.0,0.0,95000.0,Santiago,Santa Isabel,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4411469158-oportunidad-remodelado-santa-victoria-lira-172887-_JM
Departamento 3d/2b En Santiago Centro | Opción Subsidio Ds1,3890.0,159024600.0,71.0,54.79,65.0,3.0,1.0,130000.0,Santiago,Bogotá - Sierra Bella,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-4450268686-departamento-3d2b-en-santiago-centro-opcion-subsidio-ds1-_JM
Se Vende Departamento En Av. España 397 (153073),4000.0,163521440.0,73.0,54.79,48.0,3.0,1.0,0.0,Santiago,Barrio República,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2189062375-se-vende-departamento-en-av-espana-397-153073-_JM
Departamento Amoblado En Venta En Santiago Centro,2740.0,112012186.0,50.0,54.8,73.0,2.0,0.0,75000.0,Santiago,Centro Histórico De Santiago,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219751203-departamento-amoblado-en-venta-en-santiago-centro-_JM
"Inversionistas, Arriendo Asegurado, 2 Dormitorios, Metro U,",2850.0,116509026.0,52.0,54.81,54.0,2.0,1.0,90000.0,Santiago,Bulnes,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4405958964-inversionistas-arriendo-asegurado-2-dormitorios-metro-u-_JM
Tu Hogar En Carmen Con Portugal A Pasos Santa Lucia,1590.0,64999772.0,29.0,54.83,83.0,1.0,0.0,70000.0,Santiago,Santa Isabel,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219766721-tu-hogar-en-carmen-con-portugal-a-pasos-santa-lucia-_JM
Venta Departamento Ideal Para Inversion 1 Dormitorio 1 Baño,1700.0,69496612.0,31.0,54.84,73.0,1.0,0.0,80000.0,Santiago,Centro Histórico De Santiago,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2194609091-venta-departamento-ideal-para-inversion-1-dormitorio-1-bano-_JM
Lindo Depto. Venta En Portugal Con Copiapo - Id 41023,1975.0,80738711.0,36.0,54.86,82.0,2.0,0.0,55000.0,Santiago,Barrio Diez De Julio,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-2214552733-lindo-depto-venta-en-portugal-con-copiapo-id-41023-_JM
Oportunidad Unica 2d-2b Con Estacionamiento Y Bodega,2690.0,109968168.0,49.0,54.9,74.0,2.0,1.0,0.0,Santiago,Parque Almagro,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4430394660-oportunidad-unica-2d-2b-con-estacionamiento-y-bodega-_JM
En Venta Departamento 1d1b Con Bodega Metro Santa Ana,2800.0,114465008.0,51.0,54.9,53.0,1.0,0.0,90000.0,Santiago,Centro Histórico De Santiago,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447145818-en-venta-departamento-1d1b-con-bodega-metro-santa-ana-_JM
Departamento Estilo Mariposa,2690.0,109968168.0,49.0,54.9,74.0,2.0,1.0,70000.0,Santiago,Bulnes,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-4441137622-departamento-estilo-mariposa-_JM
Venta Depto Mariposa 2d2b Terraza,2690.0,109968168.0,49.0,54.9,82.0,2.0,0.0,0.0,Santiago,Santa Isabel,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2212092763-venta-depto-mariposa-2d2b-terraza-_JM
Departamento En Venta En Santiago,2800.0,114465008.0,51.0,54.9,74.0,2.0,0.0,0.0,Santiago,Parque Almagro,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-4443906876-departamento-en-venta-en-santiago-_JM
Venta Departamento 2hab 2ba Santiago,4068.0,166301304.0,74.0,54.97,61.0,2.0,0.0,115000.0,Santiago,Bogotá - Sierra Bella,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-2215977975-venta-departamento-2hab-2ba-santiago-_JM
En Venta Departamento Studio,1650.0,67452594.0,30.0,55.0,82.0,1.0,0.0,30000.0,Santiago,Bogotá - Sierra Bella,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-2215973297-en-venta-departamento-studio-_JM
Depto Venta / 2d-2b-1e / 10 Min Metro Santa Isabel,3300.0,134905188.0,60.0,55.0,65.0,2.0,1.0,170000.0,Santiago,Santa Isabel,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4430686888-depto-venta-2d-2b-1e-10-min-metro-santa-isabel-_JM
Vive La Experiencia Urbana Con Estilo (131476),2750.0,112420990.0,50.0,55.0,82.0,2.0,1.0,90000.0,Santiago,Santa Isabel,2026-08-23,2026-08-23,https://www.portalinmobiliario.com/MLC-4391520338-vive-la-experiencia-urbana-con-estilo-131476-_JM
Venta Depto 1d 1b Con Piscina En Santiago Centro,1870.0,76446273.0,34.0,55.0,82.0,1.0,0.0,40000.0,Santiago,Santa Isabel,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-4396266292-venta-depto-1d-1b-con-piscina-en-santiago-centro-_JM
Cercano Metro Matta (144645),1650.0,67452594.0,30.0,55.0,72.0,1.0,0.0,75000.0,Santiago,Parque O'Higgins,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447965464-cercano-metro-matta-144645-_JM
Moderno Departamento En Morande 626 (67101),1650.0,67452594.0,30.0,55.0,73.0,1.0,0.0,65000.0,Santiago,Centro Histórico De Santiago,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447978578-moderno-departamento-en-morande-626-67101-_JM
"Venta, Departamento, Santiago. 1d/1b",1650.0,67452594.0,30.0,55.0,72.0,1.0,1.0,40000.0,Santiago,Franklin - Biobío,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4402174138-venta-departamento-santiago-1d1b-_JM
Departamento General Gana Id: 166799,1650.0,67452594.0,30.0,55.0,72.0,1.0,0.0,0.0,Santiago,Franklin - Biobío,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4405950520-departamento-general-gana-id-166799-_JM
Venta Depto En San Diego Comodo 2 Dormitorios,2310.0,94433632.0,42.0,55.0,74.0,2.0,1.0,80000.0,Santiago,Bulnes,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4423677300-venta-depto-en-san-diego-comodo-2-dormitorios-_JM
"Inversion Metro Toesca, 2 Dorm, 1 B, Estac. Pisicina,",2750.0,112420990.0,50.0,55.0,68.0,2.0,1.0,60000.0,Santiago,Barrio República,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2209691133-inversion-metro-toesca-2-dorm-1-b-estac-pisicina-_JM
"Departamento 2 Dormitorios Zenteno, Metro Moneda",2201.5,90000000.0,40.0,55.04,74.0,2.0,0.0,60000.0,Santiago,Bulnes,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437055946-departamento-2-dormitorios-zenteno-metro-moneda-_JM
Atencion Inversionista El Mejor Precio Del Conjuto,2201.5,90000000.0,40.0,55.04,82.0,2.0,0.0,55000.0,Santiago,Barrio Diez De Julio,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-2206675933-atencion-inversionista-el-mejor-precio-del-conjuto-_JM
"Dpto Vistas Despejadas, Amplio, Hermoso En Centro Historico",4299.0,175744668.0,78.0,55.12,55.0,3.0,1.0,150000.0,Santiago,Centro Histórico De Santiago,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219210859-dpto-vistas-despejadas-amplio-hermoso-en-centro-historico-_JM
Vendo  Moderno  Depto Amoblado 2dorm 1ba Santiago Centro,2150.0,87892774.0,39.0,55.13,73.0,2.0,0.0,100000.0,Santiago,Centro Histórico De Santiago,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-2206671861-vendo-moderno-depto-amoblado-2dorm-1ba-santiago-centro-_JM
Vendemos Departamento En Santiago Centro - Metro U. De Chile,1930.0,78899095.0,35.0,55.14,73.0,1.0,0.0,50000.0,Santiago,Centro Histórico De Santiago,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4405926190-vendemos-departamento-en-santiago-centro-metro-u-de-chile-_JM
San Francisco Con Eleuterio Ramirez,1600.0,65408576.0,29.0,55.17,74.0,1.0,0.0,0.0,Santiago,Bulnes,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219755445-san-francisco-con-eleuterio-ramirez-_JM
En Venta Dpto 1 Dormitorio Cercano A  Metro Santa Lucía,1490.0,60911736.0,27.0,55.19,74.0,1.0,0.0,,Santiago,Bulnes,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219765899-en-venta-dpto-1-dormitorio-cercano-a-metro-santa-lucia-_JM
Vive En El Corazón De La Ciudad (179910),1712.3,70000000.0,31.0,55.24,73.0,1.0,0.0,54000.0,Santiago,Barrio Brasil,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437282170-vive-en-el-corazon-de-la-ciudad-179910-_JM
Oportunidad Centrico Y Muy Bien Emplazado D. 1 Dormitorio,1712.3,70000000.0,31.0,55.24,73.0,1.0,0.0,60000.0,Santiago,Barrio Brasil,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2194243475-oportunidad-centrico-y-muy-bien-emplazado-d-1-dormitorio-_JM
Edificio Imagina Departamento De 1 Dormitorio,2100.0,85848756.0,38.0,55.26,74.0,1.0,0.0,,Santiago,,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-4449898480-edificio-imagina-departamento-de-1-dormitorio-_JM
Departamento Argomedo Id: 138325,2984.3,122000000.0,54.0,55.26,65.0,2.0,0.0,0.0,Santiago,Santa Isabel,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-4441912362-departamento-argomedo-id-138325-_JM
Departamento Mosqueto Id: 84810,2100.0,85848756.0,38.0,55.26,83.0,1.0,0.0,100000.0,Santiago,Centro Histórico De Santiago,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4405950134-departamento-mosqueto-id-84810-_JM
Departamento En Venta De 2 Dorm. Tipo Mariposa En Santiago,3150.0,128773134.0,57.0,55.26,65.0,2.0,1.0,100000.0,Santiago,Santa Isabel,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2191066473-departamento-en-venta-de-2-dorm-tipo-mariposa-en-santiago-_JM
Oportunidad/ Torres De Tajamar/2d/2b/metro Manuel Montt,4036.2,165000000.0,73.0,55.29,98.0,2.0,0.0,140000.0,Providencia,Manuel Montt,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4417100648-oportunidad-torres-de-tajamar2d2bmetro-manuel-montt-_JM
Santiago Centro Moderno Edificio Facilidades,1935.0,79103497.0,35.0,55.29,73.0,1.0,1.0,0.0,Santiago,Barrio Brasil,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-2201809199-santiago-centro-moderno-edificio-facilidades-_JM
"Depto 2 D 2b, Metro Manuel Montt, Providencia",4036.2,165000000.0,73.0,55.29,98.0,2.0,0.0,115000.0,Providencia,Salvador,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2195806083-depto-2-d-2b-metro-manuel-montt-providencia-_JM
Departamento San Isidro Id: 138915,2600.0,106288936.0,47.0,55.32,82.0,2.0,0.0,90000.0,Santiago,Barrio Diez De Julio,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-2207170843-departamento-san-isidro-id-138915-_JM
Departamento En Venta Centro De Santiago,2600.0,106288936.0,47.0,55.32,74.0,2.0,1.0,85000.0,Santiago,Santiago,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2211793771-departamento-en-venta-centro-de-santiago-_JM
2 Dormitorios 2b Linda Vista Ideal Para Vivir O Invertir,2600.0,106288936.0,47.0,55.32,66.0,2.0,0.0,120000.0,Santiago,Barrio Yungay,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4421156576-2-dormitorios-2b-linda-vista-ideal-para-vivir-o-invertir-_JM
Se Vende Departamento En Barrio Yungay,1550.0,63364558.0,28.0,55.36,66.0,1.0,0.0,0.0,Santiago,Parque Los Reyes,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447991946-se-vende-departamento-en-barrio-yungay-_JM
"Se Vende 3.100uf Departamento En Santa Victoria, Santiago.",3100.0,126729116.0,56.0,55.36,65.0,2.0,0.0,96000.0,Santiago,Santa Isabel,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219765889-se-vende-3100uf-departamento-en-santa-victoria-santiago-_JM
Carmen / Santa Victoria,3100.0,126729116.0,56.0,55.36,65.0,2.0,0.0,105000.0,Santiago,Santa Isabel,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2191068933-carmen-santa-victoria-_JM
Departamento 1d En Arturo Prat Con Excelentes Áreas Comunes,1883.0,76977718.0,34.0,55.38,74.0,1.0,0.0,70000.0,Santiago,San Diego,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447128090-departamento-1d-en-arturo-prat-con-excelentes-areas-comunes-_JM
Lindo Departamento En Pleno Centro,1883.5,77000000.0,34.0,55.4,83.0,1.0,0.0,140000.0,Santiago,Centro Histórico De Santiago,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2211368451-lindo-departamento-en-pleno-centro-_JM
Departamento En Venta De 1 Dorm. En Santiago,2050.0,83804738.0,37.0,55.41,74.0,1.0,0.0,70000.0,Santiago,Bulnes,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219777083-departamento-en-venta-de-1-dorm-en-santiago-_JM
Santa Victoria / Calle Carmen,2550.0,104244918.0,46.0,55.43,82.0,2.0,1.0,100000.0,Santiago,Santa Isabel,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4410886440-santa-victoria-calle-carmen-_JM
Se Vende Depto. 2 Dorm. 1 Baño Huérfanos / Avda. Brasil,2940.0,120188258.0,53.0,55.47,53.0,2.0,0.0,70000.0,Santiago,Barrio Brasil,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437063470-se-vende-depto-2-dorm-1-bano-huerfanos-avda-brasil-_JM
Moderno Depto 2d 2b Excelente Conectividad (174349),3330.0,136131599.0,60.0,55.5,53.0,2.0,7.0,95000.0,Santiago,Centro Histórico De Santiago,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219749977-moderno-depto-2d-2b-excelente-conectividad-174349-_JM
Oportunidad 2d 2b Estilo Mariposa Con Est. (161564),3330.0,136131599.0,60.0,55.5,53.0,2.0,7.0,95000.0,Santiago,Centro Histórico De Santiago,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4433070470-oportunidad-2d-2b-estilo-mariposa-con-est-161564-_JM
Inversionistas: Departamento En Venta De 1 Dorm. En Santiago,1500.0,61320540.0,27.0,55.56,82.0,1.0,0.0,0.0,Santiago,Santa Isabel,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2210026265-inversionistas-departamento-en-venta-de-1-dorm-en-santiago-_JM
Oportunidad Para Inversionistas  Estudio Metro Moneda,1500.0,61320540.0,27.0,55.56,74.0,1.0,0.0,0.0,Santiago,Bulnes,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4433821270-oportunidad-para-inversionistas-estudio-metro-moneda-_JM
Venta Hermoso Departamento 2hab 2ba Santiago,3000.0,122641080.0,54.0,55.56,54.0,2.0,1.0,110000.0,Santiago,Parque Almagro,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4434837400-venta-hermoso-departamento-2hab-2ba-santiago-_JM
Venta Departamento Santiago 2 Do 1 Ba,2500.0,102200900.0,45.0,55.56,73.0,2.0,0.0,0.0,Santiago,Barrio Brasil,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4430696514-venta-departamento-santiago-2-do-1-ba-_JM
Departamento Santa Isabel Id: 76181,2500.0,102200900.0,45.0,55.56,82.0,2.0,0.0,110000.0,Santiago,Santa Isabel,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-4428247874-departamento-santa-isabel-id-76181-_JM
Venta Depto 1 Dorm - Excelente Oportunidad Centro Santiago,1500.0,61320540.0,27.0,55.56,71.0,1.0,0.0,80000.0,Santiago,Centro Histórico De Santiago,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-4397549008-venta-depto-1-dorm-excelente-oportunidad-centro-santiago-_JM
Bello Departamento Lord Cochrane (63335),1500.0,61320540.0,27.0,55.56,74.0,,0.0,55000.0,Santiago,Bulnes,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2191880197-bello-departamento-lord-cochrane-63335-_JM
Venta Departamento 2 Dorm 2 Baños Est Y Bodega Santiago,3390.0,138584420.0,61.0,55.57,48.0,2.0,1.0,120000.0,Santiago,Barrio República,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219777469-venta-departamento-2-dorm-2-banos-est-y-bodega-santiago-_JM
