title,price_uf,price_clp,m2_utiles,uf_per_m2,zona_uf_m2,bedrooms_n,parking,gastos_comunes_clp,comuna,barrio,first_seen_date,publicado_fecha_est,url
En Venta Cómodo Departamento En Santiago Centro,2690.8,110000000.0,47.0,57.25,74.0,2.0,0.0,60000.0,Santiago,San Diego,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-4441149988-en-venta-comodo-departamento-en-santiago-centro-_JM
"Muy Lindo Departamento, Amplio, Comodo, Bien Ubicado",2177.1,89000000.0,38.0,57.29,82.0,1.0,0.0,0.0,Santiago,Santa Isabel,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-2208662127-muy-lindo-departamento-amplio-comodo-bien-ubicado-_JM
Excelente Oportunidad De Inversión O Vivienda En Santiago.,2350.0,96068846.0,41.0,57.32,68.0,1.0,0.0,68000.0,Santiago,Barrio República,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2212097685-excelente-oportunidad-de-inversion-o-vivienda-en-santiago-_JM
Santa Isabel (115907),1834.6,75000000.0,32.0,57.33,82.0,1.0,0.0,80000.0,Santiago,Santa Isabel,2026-09-02,2026-09-03,https://www.portalinmobiliario.com/MLC-4441914324-santa-isabel-115907-_JM
Depto. Padre Orellana De 1 Dorm. Ñuñoa,1720.0,70314219.0,30.0,57.33,79.0,1.0,0.0,45000.0,Santiago,Bogotá - Sierra Bella,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219764647-depto-padre-orellana-de-1-dorm-nunoa-_JM
Departamento En Venta En Edificio Granado (172880),1950.0,79716702.0,34.0,57.35,82.0,1.0,0.0,70000.0,Santiago,Santa Isabel,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4411469202-departamento-en-venta-en-edificio-granado-172880-_JM
"Oportunidad!! Depto 1d 1b , Metro Cal Y Canto",1950.0,79716702.0,34.0,57.35,71.0,1.0,0.0,60000.0,Santiago,Centro Histórico De Santiago,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447996176-oportunidad-depto-1d-1b-metro-cal-y-canto-_JM
Venta Departamento 3 Habitaciones Argomedo (5330),3900.0,159433404.0,68.0,57.35,65.0,3.0,0.0,75000.0,Santiago,Santa Isabel,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-2215998191-venta-departamento-3-habitaciones-argomedo-5330-_JM
Departamento En Venta De 2 Dorm. En Santiago,3500.0,143081260.0,61.0,57.38,65.0,2.0,0.0,0.0,Santiago,,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-4428249910-departamento-en-venta-de-2-dorm-en-santiago-_JM
Venta Departamento Av. Salvador / Los Jesuitas. Providencia.,5000.0,204401800.0,87.0,57.47,86.0,4.0,1.0,90000.0,Providencia,Barrio Italia,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4422459338-venta-departamento-av-salvador-los-jesuitas-providencia-_JM
"Como Nuevo Serrano 266, Metro U De Chile (176675)",2990.0,122232276.0,52.0,57.5,54.0,2.0,1.0,90000.0,Santiago,Bulnes,2026-08-24,2026-08-24,https://www.portalinmobiliario.com/MLC-4394305494-como-nuevo-serrano-266-metro-u-de-chile-176675-_JM
Departamento En Venta De 1 Dorm. En Santiago,1150.0,47012414.0,20.0,57.5,72.0,1.0,0.0,40000.0,Santiago,Franklin - Biobío,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-4397552918-departamento-en-venta-de-1-dorm-en-santiago-_JM
"Venta Dpto. Santiago Centro, Garcia Reyes  (176521)",1150.0,47012414.0,20.0,57.5,68.0,1.0,0.0,45000.0,Santiago,Barrio Yungay,2026-08-23,2026-08-23,https://www.portalinmobiliario.com/MLC-4391454022-venta-dpto-santiago-centro-garcia-reyes-176521-_JM
Amunategui/compañia,1899.0,77631804.0,33.0,57.55,73.0,1.0,0.0,50000.0,Santiago,Centro Histórico De Santiago,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4402173958-amunateguicompania-_JM
"Venta De Departamento De 1d1b + Bodega, En Huérfanos 1400 E",1900.0,77672684.0,33.0,57.58,73.0,1.0,0.0,98000.0,Santiago,Centro Histórico De Santiago,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-2216000733-venta-de-departamento-de-1d1b-bodega-en-huerfanos-1400-e-_JM
Depto 1 Dormitorio 1 Baño San Diego 1344,1900.0,77672684.0,33.0,57.58,74.0,1.0,0.0,65000.0,Santiago,Parque O'Higgins,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4404161338-depto-1-dormitorio-1-bano-san-diego-1344-_JM
Venta Departamento Estudio Santiago,1900.0,77672684.0,33.0,57.58,73.0,1.0,0.0,70000.0,Santiago,Centro Histórico De Santiago,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-4450267068-venta-departamento-estudio-santiago-_JM
Departamento Como Nuevo 2 Dor 2 Baños Estacionamiento Bod,3400.0,138993224.0,59.0,57.63,65.0,2.0,1.0,160000.0,Santiago,Barrio Diez De Julio,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4439460342-departamento-como-nuevo-2-dor-2-banos-estacionamiento-bod-_JM
Tu Primer Depto En Santiago Centro 1d1b  1960 Uf,1960.0,80125506.0,34.0,57.65,83.0,1.0,0.0,0.0,Santiago,Barrio San Borja,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2211366553-tu-primer-depto-en-santiago-centro-1d1b-1960-uf-_JM
En La Mejor Ubicación De Providencia (180268),4036.2,165000000.0,70.0,57.66,98.0,3.0,0.0,120000.0,Providencia,Salvador,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2191070085-en-la-mejor-ubicacion-de-providencia-180268-_JM
Departamento En Venta De 2 Dorm. En Santiago,3000.0,122641080.0,52.0,57.69,,2.0,0.0,,Santiago,Franklin - Biobío,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-4443909388-departamento-en-venta-de-2-dorm-en-santiago-_JM
Oportunidad Con Estacionamiento Y Bodega Remodelado,3000.0,122641080.0,52.0,57.69,48.0,2.0,1.0,110000.0,Santiago,Barrio República,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4434834408-oportunidad-con-estacionamiento-y-bodega-remodelado-_JM
Venta Depto. Estudio Santiago (barrio República),1500.0,61320540.0,26.0,57.69,68.0,1.0,0.0,40000.0,Santiago,Barrio Yungay,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4423674822-venta-depto-estudio-santiago-barrio-republica-_JM
Oferta Departamento De Inversión En Santiago,2250.0,91980810.0,39.0,57.69,74.0,1.0,0.0,0.0,Santiago,Ejército - Toesca,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4430391406-oferta-departamento-de-inversion-en-santiago-_JM
Moderno Departamento. A Pasos Metro Universidad De Chile,1500.0,61320540.0,26.0,57.69,74.0,1.0,0.0,47000.0,Santiago,Bulnes,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-2214541669-moderno-departamento-a-pasos-metro-universidad-de-chile-_JM
Impecable Departamento En Venta Amunategui,3000.0,122641080.0,52.0,57.69,53.0,2.0,1.0,130000.0,Santiago,Centro Histórico De Santiago,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4414862984-impecable-departamento-en-venta-amunategui-_JM
Vendo Moderno Depto 2dorm 2ba Est Bod Santiago,2830.0,115691419.0,49.0,57.76,74.0,2.0,1.0,114000.0,Santiago,Ejército - Toesca,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4433823594-vendo-moderno-depto-2dorm-2ba-est-bod-santiago-_JM
Vive O Invierte En Santiago- 2 Dormitorios Y 2 Baños,2079.2,85000000.0,36.0,57.76,82.0,2.0,0.0,60000.0,Santiago,Barrio Diez De Julio,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-2195800137-vive-o-invierte-en-santiago-2-dormitorios-y-2-banos-_JM
Departamento En Venta De 2 Dorm. En Santiago,2890.0,118144240.0,50.0,57.8,82.0,2.0,1.0,130000.0,Santiago,San Diego,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4422462824-departamento-en-venta-de-2-dorm-en-santiago-_JM
Vive En Vicuña Mackenna 2d1b A Pasos De Metro,1850.0,75628666.0,32.0,57.81,79.0,2.0,0.0,60000.0,Santiago,Bogotá - Sierra Bella,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-2198161409-vive-en-vicuna-mackenna-2d1b-a-pasos-de-metro-_JM
Venta Departamento Con 2 Dormitorios.,1850.0,75628666.0,32.0,57.81,82.0,2.0,1.0,50000.0,Santiago,Santa Isabel,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-4450260654-venta-departamento-con-2-dormitorios-_JM
Departamento Manuel Antonio Tocornal Id: 147811,3700.0,151257332.0,64.0,57.81,65.0,3.0,1.0,120000.0,Santiago,Santa Isabel,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4419430084-departamento-manuel-antonio-tocornal-id-147811-_JM
Metro La Moneda Studio Con Terraza,1272.0,52000000.0,22.0,57.82,74.0,1.0,0.0,50000.0,Santiago,Bulnes,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-2196958833-metro-la-moneda-studio-con-terraza-_JM
Cyber Ultra Rebajado Venta Moderno Depto Santiago Centro,2200.0,89936792.0,38.0,57.89,74.0,1.0,0.0,60000.0,Santiago,San Diego,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-2215999397-cyber-ultra-rebajado-venta-moderno-depto-santiago-centro-_JM
Metro Univ Chile / San Francisco / Con Estacionamiento,2490.0,101792096.0,43.0,57.91,82.0,2.0,1.0,85000.0,Santiago,Santa Isabel,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-4396268642-metro-univ-chile-san-francisco-con-estacionamiento-_JM
"Departamento En Venta De 2d,1b En Santiago",2201.5,90000000.0,38.0,57.93,82.0,2.0,0.0,75000.0,Santiago,Santa Isabel,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4404571016-departamento-en-venta-de-2d1b-en-santiago-_JM
Excelente 1d1b Con Terraza En Santiago,1912.0,78163248.0,33.0,57.94,74.0,1.0,0.0,55000.0,Santiago,Parque O'Higgins,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-2195807475-excelente-1d1b-con-terraza-en-santiago-_JM
Portugal Santiago Inversion 2d 2b 1 B,2550.0,104244918.0,44.0,57.95,82.0,2.0,0.0,80000.0,Santiago,Barrio Diez De Julio,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4449886546-portugal-santiago-inversion-2d-2b-1-b-_JM
"Depto Años 50, 2d Y 1b, A Pasos Del Parque Forestal",4000.0,163521440.0,69.0,57.97,68.0,2.0,0.0,120000.0,Santiago,Barrio Lastarria,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-2214550031-depto-anos-50-2d-y-1b-a-pasos-del-parque-forestal-_JM
Departamento Dúplex Remodelado En Providencia,5450.0,222797962.0,94.0,57.98,,2.0,0.0,40000.0,Providencia,Pedro De Valdivia,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-2202410195-departamento-duplex-remodelado-en-providencia-_JM
Vive En La Comodidad De Un Espacioso Depto (166641),1450.0,59276522.0,25.0,58.0,66.0,1.0,0.0,60000.0,Santiago,Barrio Yungay,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4418553720-vive-en-la-comodidad-de-un-espacioso-depto-166641-_JM
"San Martín / Compañía, Metro Santa Ana (168368)",2785.0,113851803.0,48.0,58.02,73.0,2.0,1.0,120000.0,Santiago,Centro Histórico De Santiago,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447991000-san-martin-compania-metro-santa-ana-168368-_JM
Departamento General Baquedano Id: 73727,1800.0,73584648.0,31.0,58.06,66.0,1.0,0.0,60000.0,Santiago,Barrio Brasil,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-4441912328-departamento-general-baquedano-id-73727-_JM
Venta Depto. 1d - San Isidro / Santa Isabel (168372),1800.0,73584648.0,31.0,58.06,82.0,1.0,0.0,60000.0,Santiago,Santa Isabel,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447990982-venta-depto-1d-san-isidro-santa-isabel-168372-_JM
Departamento Moneda Id: 114476,2090.0,85439952.0,36.0,58.06,73.0,1.0,0.0,45000.0,Santiago,Centro Histórico De Santiago,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2210025417-departamento-moneda-id-114476-_JM
Venta Depto 3d+2b+b D.paraguay Con Lira,3950.0,161477422.0,68.0,58.09,68.0,3.0,0.0,50000.0,Santiago,Santa Isabel,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4422458764-venta-depto-3d2bb-dparaguay-con-lira-_JM
Departamento En Venta De 2 Dorm. En Santiago,2323.9,95000000.0,40.0,58.1,73.0,2.0,0.0,99000.0,Santiago,Centro Histórico De Santiago,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-2195813383-departamento-en-venta-de-2-dorm-en-santiago-_JM
Se Vende  Depto 1d 1b Edificio Energy Santa Rosa | Seguridad,1859.3,76000000.0,32.0,58.1,74.0,1.0,0.0,57000.0,Santiago,Santa Isabel,2026-08-23,2026-08-23,https://www.portalinmobiliario.com/MLC-2185626271-se-vende-depto-1d-1b-edificio-energy-santa-rosa-seguridad-_JM
Departamento A Pasos Del Centro Cívico De Santiago,1859.1,76000000.0,32.0,58.1,74.0,1.0,0.0,45000.0,Santiago,Bulnes,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447976278-departamento-a-pasos-del-centro-civico-de-santiago-_JM
Venta Departamento N 2d Y 2b 60 Mt2  - Santiago Centro,3490.0,142672456.0,60.0,58.17,54.0,2.0,1.0,80000.0,Santiago,Bulnes,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-4396273008-venta-departamento-n-2d-y-2b-60-mt2-santiago-centro-_JM
Departamento En Venta De 2 Dorm. En Santiago,3200.0,130817152.0,55.0,58.18,65.0,2.0,1.0,130000.0,Santiago,Santa Isabel,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2211374813-departamento-en-venta-de-2-dorm-en-santiago-_JM
Amplio Departamento En Santo Domingo 1450,3549.0,145084398.0,61.0,58.18,53.0,1.0,1.0,0.0,Santiago,Centro Histórico De Santiago,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2213113947-amplio-departamento-en-santo-domingo-1450-_JM
Metro Santa Ana  Amunategui,1687.9,69000000.0,29.0,58.2,71.0,1.0,0.0,75000.0,Santiago,Centro Histórico De Santiago,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4418532796-metro-santa-ana-amunategui-_JM
Venta Depto 3 Habitaciones 2 Baños - Metro Los Leones (5301),4600.0,188049656.0,79.0,58.23,94.0,3.0,0.0,180000.0,Providencia,Los Leones,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4449873112-venta-depto-3-habitaciones-2-banos-metro-los-leones-5301-_JM
Dúplex En Providencia A Pasos Metro Pedro De Valdivia,5300.0,216665908.0,91.0,58.24,94.0,3.0,0.0,85000.0,Providencia,Pedro De Valdivia,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219180047-duplex-en-providencia-a-pasos-metro-pedro-de-valdivia-_JM
Invierte A Pasos Barrio Lastarria 1d/1b (112541),2039.0,83355054.0,35.0,58.26,82.0,1.0,0.0,70000.0,Santiago,Santa Isabel,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-2198155655-invierte-a-pasos-barrio-lastarria-1d1b-112541-_JM
Carmen Con Santa Victoria. Av. Santa Isabel (172039),1690.0,69087808.0,29.0,58.28,82.0,1.0,0.0,70000.0,Santiago,Santa Isabel,2026-08-23,2026-08-23,https://www.portalinmobiliario.com/MLC-4391493278-carmen-con-santa-victoria-av-santa-isabel-172039-_JM
Oportunidad De Inversión Con Estacionamiento (171094),1690.0,69087808.0,29.0,58.28,82.0,1.0,1.0,70000.0,Santiago,Santa Isabel,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-2190768089-oportunidad-de-inversion-con-estacionamiento-171094-_JM
Dpto A Pasos Metro Ñuble 1 Dorm /1 Baño / Estac. / Bodega,1981.4,81000000.0,34.0,58.28,79.0,1.0,1.0,80000.0,Santiago,Bogotá - Sierra Bella,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-4398186158-dpto-a-pasos-metro-nuble-1-dorm-1-bano-estac-bodega-_JM
Metro Parque Almagro Gran Terraza (127957),1690.0,69087808.0,29.0,58.28,,1.0,,,Santiago,San Diego,2026-09-05,,https://www.portalinmobiliario.com/MLC-2219776661-metro-parque-almagro-gran-terraza-127957-_JM
En Venta Especial Inversionistas Huerfanos Con Amunategui,2740.0,112012186.0,47.0,58.3,73.0,2.0,1.0,100000.0,Santiago,Centro Histórico De Santiago,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-4440981052-en-venta-especial-inversionistas-huerfanos-con-amunategui-_JM
Departamento Santa Rosa Id: 30797,2450.0,100156882.0,42.0,58.33,74.0,2.0,0.0,60000.0,Santiago,Bulnes,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2209690559-departamento-santa-rosa-id-30797-_JM
Oportunidad! Depto Un Dormitorio  Serrano Con E. Ramírez,1050.0,42924378.0,18.0,58.33,74.0,1.0,0.0,39000.0,Santiago,San Diego,2026-08-25,2026-08-25,https://www.portalinmobiliario.com/MLC-4397552932-oportunidad-depto-un-dormitorio-serrano-con-e-ramirez-_JM
Venta Departamento Marcoleta 444,2450.0,100156882.0,42.0,58.33,83.0,1.0,0.0,55000.0,Santiago,,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-4428251810-venta-departamento-marcoleta-444-_JM
Departamento Renovado De 2 Dormitorios Estacionamiento Y Bod,3500.0,143081260.0,60.0,58.33,54.0,2.0,1.0,110000.0,Santiago,Parque Almagro,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4433823736-departamento-renovado-de-2-dormitorios-estacionamiento-y-bod-_JM
Inversionista Dpto Eleuterio Ramirez 1024,2100.0,85848756.0,36.0,58.33,74.0,1.0,0.0,70000.0,Santiago,San Diego,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2211613539-inversionista-dpto-eleuterio-ramirez-1024-_JM
Departamento Morandé Id: 104435,2100.0,85848756.0,36.0,58.33,73.0,1.0,0.0,85000.0,Santiago,Centro Histórico De Santiago,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219209113-departamento-morande-id-104435-_JM
Dpto Sta Victoria A Pasos Uc Con Credito Directo,2042.0,83477695.0,35.0,58.34,82.0,1.0,1.0,80000.0,Santiago,Santa Isabel,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-4427635376-dpto-sta-victoria-a-pasos-uc-con-credito-directo-_JM
Oportunidad Barrio República |3d+2b/2 Estacionam (181033),4500.0,183961620.0,77.0,58.44,48.0,3.0,2.0,125000.0,Santiago,Barrio República,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437282904-oportunidad-barrio-republica-3d2b2-estacionam-181033-_JM
Dpto 2d/1b &#43; 1est. En Santiago Centro - 2.690 Uf,2690.0,109968168.0,46.0,58.48,74.0,2.0,1.0,100000.0,Santiago,Bulnes,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4433829578-dpto-2d1b-43-1est-en-santiago-centro-2690-uf-_JM
Oportunidad Depto Vista Despejada,1990.0,81351916.0,34.0,58.53,79.0,2.0,1.0,130000.0,Santiago,Bogotá - Sierra Bella,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447097910-oportunidad-depto-vista-despejada-_JM
Departamento En Venta De 1d 1b En Santiago Centro,1990.0,81351916.0,34.0,58.53,73.0,1.0,0.0,60000.0,Santiago,Centro Histórico De Santiago,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219751541-departamento-en-venta-de-1d-1b-en-santiago-centro-_JM
Cerro Sta Lucia Impecable,1990.0,81351916.0,34.0,58.53,83.0,1.0,0.0,60000.0,Santiago,Santa Isabel,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-4410878042-cerro-sta-lucia-impecable-_JM
Departamento 3d/2b Con Terraza Y Vista Al Parque - Parque Lo,3400.0,138993224.0,58.0,58.62,47.0,3.0,2.0,160000.0,Santiago,Parque Los Reyes,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4436479194-departamento-3d2b-con-terraza-y-vista-al-parque-parque-lo-_JM
¡moderno Depto. En Santiago Por Solo 1700 U.f.!,1700.0,69496612.0,29.0,58.62,72.0,1.0,0.0,50000.0,Santiago,Parque O'Higgins,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4449886816-moderno-depto-en-santiago-por-solo-1700-uf-_JM
Departamento En Venta De 2 Dorm. En Santiago,2700.0,110376972.0,46.0,58.7,74.0,2.0,0.0,60000.0,Santiago,Bulnes,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-2195800469-departamento-en-venta-de-2-dorm-en-santiago-_JM
Departamento En Venta En Agromedo Con Lira,2700.0,110376972.0,46.0,58.7,82.0,2.0,1.0,0.0,Santiago,Santa Isabel,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-2205300363-departamento-en-venta-en-agromedo-con-lira-_JM
Moderno Con Vista Interior (178047),2700.0,110376972.0,46.0,58.7,82.0,2.0,1.0,100000.0,Santiago,Santa Isabel,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-2219775431-moderno-con-vista-interior-178047-_JM
Venta Depto 2d2b Mariposa Estacionamiento Stgo (177030),2935.4,120000000.0,50.0,58.71,74.0,2.0,1.0,130000.0,Santiago,San Diego,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-4419208048-venta-depto-2d2b-mariposa-estacionamiento-stgo-177030-_JM
Departamento Santiago Centro Metro U De Chile 2d-1b,2935.4,120000000.0,50.0,58.71,74.0,2.0,0.0,0.0,Santiago,Bulnes,2026-09-05,2026-09-05,https://www.portalinmobiliario.com/MLC-4450256746-departamento-santiago-centro-metro-u-de-chile-2d-1b-_JM
Vendo Depto 2d1b Con Estac Y Bod En Santiago (132039),2350.0,96068846.0,40.0,58.75,74.0,2.0,1.0,110000.0,Santiago,Bulnes,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4405924782-vendo-depto-2d1b-con-estac-y-bod-en-santiago-132039-_JM
Departamento En Venta En Santiago,2650.0,108332954.0,45.0,58.89,79.0,2.0,0.0,0.0,Santiago,Franklin - Biobío,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-4441926570-departamento-en-venta-en-santiago-_JM
Vendo Depto 1d/1b Metro La Moneda (67307),1590.0,64999772.0,27.0,58.89,74.0,1.0,0.0,70000.0,Santiago,Bulnes,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4447991646-vendo-depto-1d1b-metro-la-moneda-67307-_JM
Departamento En Venta De 3 Dorm. En Santiago,4182.9,171000000.0,71.0,58.91,47.0,3.0,1.0,110000.0,Santiago,Parque Los Reyes,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-2205300257-departamento-en-venta-de-3-dorm-en-santiago-_JM
Departamento En Venta En Santiago,1650.0,67452594.0,28.0,58.93,74.0,1.0,0.0,33000.0,Santiago,Parque O'Higgins,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-2215976345-departamento-en-venta-en-santiago-_JM
Venta Depto. 1d-1b Santiago Centro,1650.0,67452594.0,28.0,58.93,71.0,1.0,0.0,70000.0,Santiago,Centro Histórico De Santiago,2026-08-30,2026-08-30,https://www.portalinmobiliario.com/MLC-4427321882-venta-depto-1d-1b-santiago-centro-_JM
Departamento - Venta - Santiago Centro,2300.0,94024828.0,39.0,58.97,82.0,1.0,0.0,80000.0,Santiago,Santa Isabel,2026-08-28,2026-08-28,https://www.portalinmobiliario.com/MLC-2202283315-departamento-venta-santiago-centro-_JM
Remodelado En La Unidad Vecinal Providencia (173179),5250.0,214621890.0,89.0,58.99,94.0,3.0,0.0,140000.0,Providencia,Pedro De Valdivia,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4423667840-remodelado-en-la-unidad-vecinal-providencia-173179-_JM
Departamento Con Estacionamiento Frente A Metro Ñuble,2005.9,82000000.0,34.0,59.0,79.0,1.0,1.0,100000.0,Santiago,Bogotá - Sierra Bella,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4434844708-departamento-con-estacionamiento-frente-a-metro-nuble-_JM
Departamento 1d 1b Con Bodega | Metro Toesca| Barrio Univers,2006.0,82006002.0,34.0,59.0,74.0,1.0,0.0,95000.0,Santiago,Parque Almagro,2026-08-27,2026-08-27,https://www.portalinmobiliario.com/MLC-2198150693-departamento-1d-1b-con-bodega-metro-toesca-barrio-univers-_JM
Departamento En Venta De 1 Dorm. En Santiago,1180.0,48238825.0,20.0,59.0,72.0,1.0,0.0,70000.0,Santiago,Santiago,2026-09-03,2026-09-03,https://www.portalinmobiliario.com/MLC-4443890648-departamento-en-venta-de-1-dorm-en-santiago-_JM
Venta Departamento 2d 2b 1e 1b A 5 Minutos Del Metro,2950.0,120597062.0,50.0,59.0,74.0,2.0,1.0,120000.0,Santiago,San Diego,2026-08-29,2026-08-29,https://www.portalinmobiliario.com/MLC-4422468680-venta-departamento-2d-2b-1e-1b-a-5-minutos-del-metro-_JM
Departamento Nuevo 1 Dormitorio,1830.0,74811059.0,31.0,59.03,74.0,1.0,0.0,,Santiago,San Diego,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-2211369601-departamento-nuevo-1-dormitorio-_JM
Nataniel Cox Con Terraza Y Estacionamiento,1950.0,79716702.0,33.0,59.09,74.0,1.0,1.0,65000.0,Santiago,Parque Almagro,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-2193656159-nataniel-cox-con-terraza-y-estacionamiento-_JM
Santiago Centro Morande Excelente Ubicación Y Conectividad,1950.0,79716702.0,33.0,59.09,73.0,1.0,0.0,0.0,Santiago,Centro Histórico De Santiago,2026-09-04,2026-09-04,https://www.portalinmobiliario.com/MLC-4449886640-santiago-centro-morande-excelente-ubicacion-y-conectividad-_JM
Oportunidad En Providencia! Venta Amplio Dpto 3d2b+bodega,5200.0,212577872.0,88.0,59.09,80.0,3.0,0.0,70000.0,Providencia,Plaza Italia,2026-09-02,2026-09-02,https://www.portalinmobiliario.com/MLC-2213118043-oportunidad-en-providencia-venta-amplio-dpto-3d2bbodega-_JM
Departamento En Venta De 1 Dorm. En Santiago,1950.0,79716702.0,33.0,59.09,73.0,1.0,0.0,0.0,Santiago,Centro Histórico De Santiago,2026-09-01,2026-09-01,https://www.portalinmobiliario.com/MLC-4437064386-departamento-en-venta-de-1-dorm-en-santiago-_JM
Departamento  De 1 Habitacion Con Excelente Ubicacion,1834.6,75000000.0,31.0,59.18,82.0,1.0,0.0,0.0,Santiago,Santa Isabel,2026-08-31,2026-08-31,https://www.portalinmobiliario.com/MLC-4430071600-departamento-de-1-habitacion-con-excelente-ubicacion-_JM
Plaza San Isidro Est Y Bodega.,2900.0,118553044.0,49.0,59.18,82.0,2.0,1.0,85000.0,Santiago,Santa Isabel,2026-08-26,2026-08-26,https://www.portalinmobiliario.com/MLC-4402172052-plaza-san-isidro-est-y-bodega-_JM
